stock_code,company,report_type,pdf_path,pages,pdf_size_bytes,md_path,md_size_bytes,chars,lines,nonempty_lines,headings,image_refs,table_markers,first_nonempty_line,status
603990,麦迪科技,ESG报告,data/raw_pdfs/603990_麦迪科技_2025_ESG报告.pdf,49,33259021,data/mineru_outputs/hybrid_high_all/603990_麦迪科技_2025_ESG报告/hybrid_auto/603990_麦迪科技_2025_ESG报告.md,175712,91607,2853,1772,286,162,25,# 2025 5年度,ok
605199,ST葫芦娃,ESG报告,data/raw_pdfs/605199_ST葫芦娃_2025_ESG报告.pdf,49,30689344,data/mineru_outputs/hybrid_high_all/605199_ST葫芦娃_2025_ESG报告/hybrid_auto/605199_ST葫芦娃_2025_ESG报告.md,185258,89801,2515,1411,261,158,35,![](images/7dc00ccd133bc5f24951aec2c851f39b1cc7951348257e60608721842f7a6c0a.jpg),ok
605377,华旺科技,ESG报告,data/raw_pdfs/605377_华旺科技_2025_ESG报告.pdf,56,21010239,data/mineru_outputs/hybrid_high_all/605377_华旺科技_2025_ESG报告/hybrid_auto/605377_华旺科技_2025_ESG报告.md,193601,98317,2514,1454,244,125,80,## 2025年度,ok
605399,晨光新材,ESG报告,data/raw_pdfs/605399_晨光新材_2025_ESG报告.pdf,50,5739332,data/mineru_outputs/hybrid_high_all/605399_晨光新材_2025_ESG报告/hybrid_auto/605399_晨光新材_2025_ESG报告.md,72806,36943,1397,926,92,65,8,# 江西晨光新材料股份有限公司,ok
605488,福莱新材,ESG报告,data/raw_pdfs/605488_福莱新材_2025_ESG报告.pdf,95,26573980,data/mineru_outputs/hybrid_high_all/605488_福莱新材_2025_ESG报告/hybrid_auto/605488_福莱新材_2025_ESG报告.md,179961,94516,2504,1662,149,115,36,![](images/573e1859fccf04e011461222bfa179ede41531995e39b4f58ae29785100134e4.jpg),ok
605599,菜百股份,ESG报告,data/raw_pdfs/605599_菜百股份_2025_ESG报告.pdf,56,20603215,data/mineru_outputs/hybrid_high_all/605599_菜百股份_2025_ESG报告/hybrid_auto/605599_菜百股份_2025_ESG报告.md,212249,102666,3377,2169,274,186,36,![](images/544f54e7cf89379ce98c099efeed92e319959f183b846f035e19aa9b65f202c8.jpg),ok
688015,交控科技,ESG暨社会责任报告,data/raw_pdfs/688015_交控科技_2025_ESG暨社会责任报告.pdf,44,5886347,data/mineru_outputs/hybrid_high_all/688015_交控科技_2025_ESG暨社会责任报告/hybrid_auto/688015_交控科技_2025_ESG暨社会责任报告.md,168749,88993,3102,1874,265,239,19,![](images/60ab54e54ea81c0ddc44df4864792eb4da743beb7291f71fae5594525ad94e21.jpg),ok
688051,佳华科技,ESG报告,data/raw_pdfs/688051_佳华科技_2025_ESG报告.pdf,58,10347532,data/mineru_outputs/hybrid_high_all/688051_佳华科技_2025_ESG报告/hybrid_auto/688051_佳华科技_2025_ESG报告.md,182485,91088,3790,2688,205,152,11,## 2025 年,ok
688128,中国电研,ESG报告,data/raw_pdfs/688128_中国电研_2025_ESG报告.pdf,57,16306397,data/mineru_outputs/hybrid_high_all/688128_中国电研_2025_ESG报告/hybrid_auto/688128_中国电研_2025_ESG报告.md,202820,104738,3650,2170,436,232,21,# 2025年度,ok
688147,微导纳米,ESG报告,data/raw_pdfs/688147_微导纳米_2025_ESG报告.pdf,52,24378221,data/mineru_outputs/hybrid_high_all/688147_微导纳米_2025_ESG报告/hybrid_auto/688147_微导纳米_2025_ESG报告.md,174525,87280,3011,1744,330,174,22,## 2025年度,ok
688218,江苏北人,ESG报告,data/raw_pdfs/688218_江苏北人_2025_ESG报告.pdf,25,15889014,data/mineru_outputs/hybrid_high_all/688218_江苏北人_2025_ESG报告/hybrid_auto/688218_江苏北人_2025_ESG报告.md,88822,42413,1293,795,106,41,17,![](images/ebf56c72af36b1093d43a39d7e9131830411d902d6efcf04d47b51683ea535cd.jpg),ok
688226,威腾电气,ESG报告,data/raw_pdfs/688226_威腾电气_2025_ESG报告.pdf,64,19709848,data/mineru_outputs/hybrid_high_all/688226_威腾电气_2025_ESG报告/hybrid_auto/688226_威腾电气_2025_ESG报告.md,260992,132243,3923,2434,400,270,40,![](images/adcf8dff0b5c1ad2aa4d7b8ffcc579ab838d02f5ef1f4a5b6fd205f94ed03d18.jpg),ok
688261,东微半导,ESG报告,data/raw_pdfs/688261_东微半导_2026_ESG报告.pdf,43,15859518,data/mineru_outputs/hybrid_high_all/688261_东微半导_2026_ESG报告/hybrid_auto/688261_东微半导_2026_ESG报告.md,139400,69277,2103,1244,234,119,45,![](images/4cda4131df281582d6aedf01fd88be6aad108501e3f200bc79635f3025af7948.jpg),ok
688279,峰岹科技,ESG报告,data/raw_pdfs/688279_峰岹科技_2025_ESG报告.pdf,30,7243099,data/mineru_outputs/hybrid_high_all/688279_峰岹科技_2025_ESG报告/hybrid_auto/688279_峰岹科技_2025_ESG报告.md,87607,40824,630,376,76,32,26,## 峰岹科技(深圳)股份有限公司,ok
688348,昱能科技,ESG报告,data/raw_pdfs/688348_昱能科技_2025_ESG报告.pdf,54,19434530,data/mineru_outputs/hybrid_high_all/688348_昱能科技_2025_ESG报告/hybrid_auto/688348_昱能科技_2025_ESG报告.md,182968,86125,2671,1654,300,107,39,##,ok
688400,凌云光,ESG报告,data/raw_pdfs/688400_凌云光_2025_ESG报告.pdf,53,7201601,data/mineru_outputs/hybrid_high_all/688400_凌云光_2025_ESG报告/hybrid_auto/688400_凌云光_2025_ESG报告.md,165494,85682,2974,1942,224,142,21,## 凌云光2025年环境、社会及公司治理（ESG）报告,ok
688409,富创精密,ESG报告,data/raw_pdfs/688409_富创精密_2025_ESG报告.pdf,57,30990614,data/mineru_outputs/hybrid_high_all/688409_富创精密_2025_ESG报告/hybrid_auto/688409_富创精密_2025_ESG报告.md,202913,99859,3047,1859,248,229,37,## 2025 年度,ok
688439,振华风光,ESG报告,data/raw_pdfs/688439_振华风光_2025_ESG报告.pdf,46,21600119,data/mineru_outputs/hybrid_high_all/688439_振华风光_2025_ESG报告/hybrid_auto/688439_振华风光_2025_ESG报告.md,145999,70185,2188,1319,247,82,41,# 2025 年度,ok
688503,聚和材料,ESG报告,data/raw_pdfs/688503_聚和材料_2025_ESG报告.pdf,79,8177746,data/mineru_outputs/hybrid_high_all/688503_聚和材料_2025_ESG报告/hybrid_auto/688503_聚和材料_2025_ESG报告.md,84128,45868,2095,1255,252,83,35,## 常州聚和新材料股份有限公司,ok
688509,正元地信,ESG报告,data/raw_pdfs/688509_正元地信_2025_ESG报告.pdf,31,1186003,data/mineru_outputs/hybrid_high_all/688509_正元地信_2025_ESG报告/hybrid_auto/688509_正元地信_2025_ESG报告.md,42549,15667,325,167,62,0,2,# 环境、社会和公司治理,ok
688515,裕太微,ESG报告,data/raw_pdfs/688515_裕太微_2025_ESG报告.pdf,57,20623643,data/mineru_outputs/hybrid_high_all/688515_裕太微_2025_ESG报告/hybrid_auto/688515_裕太微_2025_ESG报告.md,192417,96064,2852,1795,263,151,59,## 2025环社会及公司司 治理（ESG）报告,ok
688560,明冠新材,ESG报告,data/raw_pdfs/688560_明冠新材_2025_ESG报告.pdf,45,10629139,data/mineru_outputs/hybrid_high_all/688560_明冠新材_2025_ESG报告/hybrid_auto/688560_明冠新材_2025_ESG报告.md,160099,83547,2584,1558,291,166,50,## 2025 年度,ok
688598,金博股份,ESG报告,data/raw_pdfs/688598_金博股份_2025_ESG报告.pdf,55,33165856,data/mineru_outputs/hybrid_high_all/688598_金博股份_2025_ESG报告/hybrid_auto/688598_金博股份_2025_ESG报告.md,181224,100398,3238,1927,303,251,40,## 2025 年度,ok
688613,奥精医疗,ESG报告,data/raw_pdfs/688613_奥精医疗_2025_ESG报告.pdf,41,19844167,data/mineru_outputs/hybrid_high_all/688613_奥精医疗_2025_ESG报告/hybrid_auto/688613_奥精医疗_2025_ESG报告.md,135811,67671,2112,1314,130,139,16,## 2025年度,ok
688618,三旺通信,ESG报告,data/raw_pdfs/688618_三旺通信_2025_ESG报告.pdf,50,8308646,data/mineru_outputs/hybrid_high_all/688618_三旺通信_2025_ESG报告/hybrid_auto/688618_三旺通信_2025_ESG报告.md,193184,94935,2431,1484,283,110,73,##,ok
688690,纳微科技,ESG报告,data/raw_pdfs/688690_纳微科技_2025_ESG报告.pdf,52,18608040,data/mineru_outputs/hybrid_high_all/688690_纳微科技_2025_ESG报告/hybrid_auto/688690_纳微科技_2025_ESG报告.md,193342,103800,2912,1709,256,222,48,## 环境、社会及治理（ESG）报告,ok
688709,成都华微,ESG报告,data/raw_pdfs/688709_成都华微_2025_ESG报告.pdf,63,31250540,data/mineru_outputs/hybrid_high_all/688709_成都华微_2025_ESG报告/hybrid_auto/688709_成都华微_2025_ESG报告.md,201111,92269,2088,1213,263,83,44,![](images/9e124cff57f32df6b02e3e2671fade949643b0c6b5252fa39cd7680428723cb3.jpg),ok
688728,格科微,ESG报告,data/raw_pdfs/688728_格科微_2025_ESG报告.pdf,50,14029617,data/mineru_outputs/hybrid_high_all/688728_格科微_2025_ESG报告/hybrid_auto/688728_格科微_2025_ESG报告.md,178169,93326,2829,1789,263,141,57,![](images/690ab457f28d24ea1d4dfa7b0f035aa96ce40058437d5eee1fe60488af40f834.jpg),ok
688818,电科蓝天,ESG报告,data/raw_pdfs/688818_电科蓝天_2025_ESG报告.pdf,48,6880154,data/mineru_outputs/hybrid_high_all/688818_电科蓝天_2025_ESG报告/hybrid_auto/688818_电科蓝天_2025_ESG报告.md,169500,77753,2253,1319,297,68,36,## 2025,ok
920001,纬达光电,ESG报告,data/raw_pdfs/920001_纬达光电_2025_ESG报告.pdf,58,18043135,data/mineru_outputs/hybrid_high_all/920001_纬达光电_2025_ESG报告/hybrid_auto/920001_纬达光电_2025_ESG报告.md,217924,107567,3590,2259,336,186,41,![](images/91ca65e0d1c374195a9bc408531f5d95e9cd7b3b1c7d2c631fc9b0dedcb31a38.jpg),ok
920019,铜冠矿建,ESG报告,data/raw_pdfs/920019_铜冠矿建_2025_ESG报告.pdf,37,22886824,data/mineru_outputs/hybrid_high_all/920019_铜冠矿建_2025_ESG报告/hybrid_auto/920019_铜冠矿建_2025_ESG报告.md,135418,65898,2120,1301,211,112,14,# 环境、社会及公司治理（ESG）报告,ok
920029,开发科技,ESG报告,data/raw_pdfs/920029_开发科技_2025_ESG报告.pdf,84,27468742,data/mineru_outputs/hybrid_high_all/920029_开发科技_2025_ESG报告/hybrid_auto/920029_开发科技_2025_ESG报告.md,244452,138380,4274,2690,324,258,48,## 2025,ok
920039,国义招标,ESG报告,data/raw_pdfs/920039_国义招标_2025_ESG报告.pdf,62,25956066,data/mineru_outputs/hybrid_high_all/920039_国义招标_2025_ESG报告/hybrid_auto/920039_国义招标_2025_ESG报告.md,190290,93424,3355,2079,334,183,25,![](images/d884388d01cf3c190280c5682e6914b339afab5980a65fe0515cc60a6c6e77bc.jpg),ok
920122,中纺标,ESG报告,data/raw_pdfs/920122_中纺标_2025_ESG报告.pdf,48,6424869,data/mineru_outputs/hybrid_high_all/920122_中纺标_2025_ESG报告/hybrid_auto/920122_中纺标_2025_ESG报告.md,174530,82871,2066,1176,268,138,33,![](images/25b4c0aa8cec9ae154112b90b181924de234c1cbce0b5b86296d8a361d3ec67e.jpg),ok
920167,同享科技,ESG报告,data/raw_pdfs/920167_同享科技_2025_ESG报告.pdf,40,17304803,data/mineru_outputs/hybrid_high_all/920167_同享科技_2025_ESG报告/hybrid_auto/920167_同享科技_2025_ESG报告.md,175385,89215,2590,1545,239,224,37,![](images/400b50875a2e8c6ab04763ca95728d3daf70fd8acdb7348f0f9071a57d27dbdd.jpg),ok
920299,灿能电力,可持续发展报告,data/raw_pdfs/920299_灿能电力_2025_可持续发展报告.pdf,77,7369426,data/mineru_outputs/hybrid_high_all/920299_灿能电力_2025_可持续发展报告/hybrid_auto/920299_灿能电力_2025_可持续发展报告.md,163182,78716,2313,1477,197,124,30,![](images/03b04bbbb94bbf356203d26cf95e62d1a1c1de9d91edf2866e0f8032b5bfbb47.jpg),ok
920665,科强股份,ESG报告,data/raw_pdfs/920665_科强股份_2025_ESG报告.pdf,44,22590625,data/mineru_outputs/hybrid_high_all/920665_科强股份_2025_ESG报告/hybrid_auto/920665_科强股份_2025_ESG报告.md,206838,105934,2795,1767,217,173,44,## ����年度,ok
