stock_code,company,report_type,pdf_path,pages,pdf_size_bytes,md_path,md_size_bytes,chars,lines,nonempty_lines,headings,image_refs,table_markers,first_nonempty_line,status
000881,中广核技,ESG报告,data/raw_pdfs/000881_中广核技_2025_ESG报告.pdf,53,5597469,data/mineru_outputs/hybrid_high_all/000881_中广核技_2025_ESG报告/hybrid_auto/000881_中广核技_2025_ESG报告.md,221622,105982,2596,1526,302,156,53,![](images/1ed7842d10687408689f84eb6c020ea762429245428c76a05c35749af5ae9919.jpg),ok
000922,佳电股份,ESG报告,data/raw_pdfs/000922_佳电股份_2026_ESG报告.pdf,1,174015,data/mineru_outputs/hybrid_high_all/000922_佳电股份_2026_ESG报告/hybrid_auto/000922_佳电股份_2026_ESG报告.md,5393,2152,80,46,9,2,0,## 独立鉴证声明,ok
000923,河钢资源,ESG报告,data/raw_pdfs/000923_河钢资源_2025_ESG报告.pdf,46,22103613,data/mineru_outputs/hybrid_high_all/000923_河钢资源_2025_ESG报告/hybrid_auto/000923_河钢资源_2025_ESG报告.md,165157,92734,3536,2285,248,175,30,## HBIS河钢资源,ok
000968,蓝焰控股,ESG报告,data/raw_pdfs/000968_蓝焰控股_2025_ESG报告.pdf,50,25474433,data/mineru_outputs/hybrid_high_all/000968_蓝焰控股_2025_ESG报告/hybrid_auto/000968_蓝焰控股_2025_ESG报告.md,177855,90504,2666,1608,266,136,35,![](images/b543d1ad1df4103dd4c70d61b07273fef0d637f688abea8dbf614503c6cb8b35.jpg),ok
000998,隆平高科,ESG报告,data/raw_pdfs/000998_隆平高科_2025_ESG报告.pdf,103,25521781,data/mineru_outputs/hybrid_high_all/000998_隆平高科_2025_ESG报告/hybrid_auto/000998_隆平高科_2025_ESG报告.md,196739,99415,3092,1807,315,248,44,![](images/cfce97e9e5f816dcf8792b1076a209668a41bd1d10807d645858ce7b215695d2.jpg),ok
001287,中电港,ESG报告,data/raw_pdfs/001287_中电港_2025_ESG报告.pdf,35,12535893,data/mineru_outputs/hybrid_high_all/001287_中电港_2025_ESG报告/hybrid_auto/001287_中电港_2025_ESG报告.md,134840,66612,2355,1440,242,100,14,![](images/7ed3e6b0f1526b2575b4dc778e98ea06281e02cebaf9bb447bcb9b02f09b5c02.jpg),ok
001322,箭牌家居,ESG报告,data/raw_pdfs/001322_箭牌家居_2025_ESG报告.pdf,63,4009382,data/mineru_outputs/hybrid_high_all/001322_箭牌家居_2025_ESG报告/hybrid_auto/001322_箭牌家居_2025_ESG报告.md,161227,72433,1430,796,170,49,22,![](images/842f1dae4fe73a339faa39a42636d33c67ad0678bd7f8e3fc2baadf9ebb8d64d.jpg),ok
001390,古麒绒材,可持续发展报告,data/raw_pdfs/001390_古麒绒材_2025_可持续发展报告.pdf,55,16000377,data/mineru_outputs/hybrid_high_all/001390_古麒绒材_2025_可持续发展报告/hybrid_auto/001390_古麒绒材_2025_可持续发展报告.md,224739,107746,2682,1757,136,156,43,![](images/c23787dda8523e007cfaebcd17809bc3c5443e6ec494ff0546e7963680cfccd4.jpg),ok
002011,盾安环境,ESG报告,data/raw_pdfs/002011_盾安环境_2025_ESG报告.pdf,50,22067692,data/mineru_outputs/hybrid_high_all/002011_盾安环境_2025_ESG报告/hybrid_auto/002011_盾安环境_2025_ESG报告.md,206457,108653,2806,1711,311,113,74,## DUnAn,ok
002035,华帝股份,ESG报告,data/raw_pdfs/002035_华帝股份_2025_ESG报告.pdf,50,12226249,data/mineru_outputs/hybrid_high_all/002035_华帝股份_2025_ESG报告/hybrid_auto/002035_华帝股份_2025_ESG报告.md,217621,107781,2892,1735,259,164,30,## 华帝股份,ok
002037,保利联合,ESG报告,data/raw_pdfs/002037_保利联合_2025_ESG报告.pdf,18,20408591,data/mineru_outputs/hybrid_high_all/002037_保利联合_2025_ESG报告/hybrid_auto/002037_保利联合_2025_ESG报告.md,58987,34251,1717,1009,133,181,2,![](images/7181b4e3a3cc3b97942c9ee71c4db69463f52bd7e150913aa23ff294dc0a0986.jpg),ok
002048,宁波华翔,ESG报告,data/raw_pdfs/002048_宁波华翔_2025_ESG报告.pdf,50,21557665,data/mineru_outputs/hybrid_high_all/002048_宁波华翔_2025_ESG报告/hybrid_auto/002048_宁波华翔_2025_ESG报告.md,189704,105990,3524,2171,314,254,49,![](images/efc6f08d9135bdc0cac52c0d5c35935b6dbc1a23aea59efe7daaa924f110dd9e.jpg),ok
002079,苏州固锝,ESG报告,data/raw_pdfs/002079_苏州固锝_2025_ESG报告.pdf,56,18915621,data/mineru_outputs/hybrid_high_all/002079_苏州固锝_2025_ESG报告/hybrid_auto/002079_苏州固锝_2025_ESG报告.md,206436,100329,3162,1926,342,158,26,![](images/d5caacc65e1acd78a931a538cbd45f9e2d724135037ff5e8c15b598603cbf0ac.jpg),ok
002203,海亮股份,ESG报告,data/raw_pdfs/002203_海亮股份_2025_ESG报告.pdf,52,19518271,data/mineru_outputs/hybrid_high_all/002203_海亮股份_2025_ESG报告/hybrid_auto/002203_海亮股份_2025_ESG报告.md,229962,131821,3581,2404,298,198,34,![](images/a29b9f0133925f36c2c0f48cc151bd6e2d0096ea9c6a98239dca51ce6b6cbd9f.jpg),ok
002326,永太科技,ESG报告,data/raw_pdfs/002326_永太科技_2025_ESG报告.pdf,53,21663898,data/mineru_outputs/hybrid_high_all/002326_永太科技_2025_ESG报告/hybrid_auto/002326_永太科技_2025_ESG报告.md,193430,101597,3423,2149,298,194,37,## <sup>年</sup> 环境、社会和公司治理报告,ok
002444,巨星科技,ESG报告,data/raw_pdfs/002444_巨星科技_2025_ESG报告.pdf,51,17322984,data/mineru_outputs/hybrid_high_all/002444_巨星科技_2025_ESG报告/hybrid_auto/002444_巨星科技_2025_ESG报告.md,162327,81411,2829,1775,230,113,48,## 2025年度,ok
002490,山东墨龙,ESG报告,data/raw_pdfs/002490_山东墨龙_2025_ESG报告.pdf,89,7252561,data/mineru_outputs/hybrid_high_all/002490_山东墨龙_2025_ESG报告/hybrid_auto/002490_山东墨龙_2025_ESG报告.md,187626,93290,2208,1375,210,94,42,## 山东墨龙石油机械股份有限公司,ok
002533,金杯电工,ESG报告,data/raw_pdfs/002533_金杯电工_2025_ESG报告.pdf,46,30177510,data/mineru_outputs/hybrid_high_all/002533_金杯电工_2025_ESG报告/hybrid_auto/002533_金杯电工_2025_ESG报告.md,214144,103805,2415,1601,199,107,38,![](images/648034189a5692b71977b1047c4d2bf7bae780826218152936020bcc814df15a.jpg),ok
002568,百润股份,ESG报告,data/raw_pdfs/002568_百润股份_2025_ESG报告.pdf,50,32134136,data/mineru_outputs/hybrid_high_all/002568_百润股份_2025_ESG报告/hybrid_auto/002568_百润股份_2025_ESG报告.md,214104,115548,3233,2196,240,205,65,##,ok
002573,清新环境,ESG报告,data/raw_pdfs/002573_清新环境_2025_ESG报告.pdf,37,30937255,data/mineru_outputs/hybrid_high_all/002573_清新环境_2025_ESG报告/hybrid_auto/002573_清新环境_2025_ESG报告.md,131307,67489,2489,1501,215,187,15,![](images/9c72662dd446736e50f904abeeec3cf8d3057049007cbcc0c868979a2c80280f.jpg),ok
002627,三峡旅游,ESG报告,data/raw_pdfs/002627_三峡旅游_2025_ESG报告.pdf,53,16843078,data/mineru_outputs/hybrid_high_all/002627_三峡旅游_2025_ESG报告/hybrid_auto/002627_三峡旅游_2025_ESG报告.md,177617,87111,2815,1760,262,144,55,## 湖北三峡旅游集团股份有限公司,ok
002649,博彦科技,ESG报告,data/raw_pdfs/002649_博彦科技_2025_ESG报告.pdf,47,16360077,data/mineru_outputs/hybrid_high_all/002649_博彦科技_2025_ESG报告/hybrid_auto/002649_博彦科技_2025_ESG报告.md,174013,87624,2986,1840,337,147,37,## 2025,ok
002663,普邦股份,ESG报告,data/raw_pdfs/002663_普邦股份_2025_ESG报告.pdf,41,7670077,data/mineru_outputs/hybrid_high_all/002663_普邦股份_2025_ESG报告/hybrid_auto/002663_普邦股份_2025_ESG报告.md,104601,52120,2412,1428,273,156,11,![](images/f4c03e27db0d7f47fa8a6929b86a0b042c571fcba35c1b37b374de9912f1172b.jpg),ok
002692,远程股份,ESG报告,data/raw_pdfs/002692_远程股份_2026_ESG报告.pdf,59,29792228,data/mineru_outputs/hybrid_high_all/002692_远程股份_2026_ESG报告/hybrid_auto/002692_远程股份_2026_ESG报告.md,213586,112452,3317,2092,306,170,96,![](images/7598d338f5c07c91539120ed7dff72b3b024660a61fbfea752fdc4ebf33599f5.jpg),ok
002782,可立克,可持续发展报告,data/raw_pdfs/002782_可立克_2025_可持续发展报告.pdf,43,22828257,data/mineru_outputs/hybrid_high_all/002782_可立克_2025_可持续发展报告/hybrid_auto/002782_可立克_2025_可持续发展报告.md,152394,73704,2058,1313,199,122,35,![](images/bb84eaeb40f8df41e2398a92ccf87b40646c280899bb28d1f199de06f58fabff.jpg),ok
002807,江阴银行,ESG报告,data/raw_pdfs/002807_江阴银行_2025_ESG报告.pdf,52,19055958,data/mineru_outputs/hybrid_high_all/002807_江阴银行_2025_ESG报告/hybrid_auto/002807_江阴银行_2025_ESG报告.md,244363,111876,3011,1732,328,169,46,![](images/44939197dafcde05d9c61fe7fd3430d9f3d70331b132fe8be064a18b066cf9ee.jpg),ok
002849,威星智能,ESG报告,data/raw_pdfs/002849_威星智能_2025_ESG报告.pdf,53,17147526,data/mineru_outputs/hybrid_high_all/002849_威星智能_2025_ESG报告/hybrid_auto/002849_威星智能_2025_ESG报告.md,183839,94092,3330,2175,310,124,42,## 浙江威星智能仪表股份有限公司,ok
002851,麦格米特,ESG暨社会责任报告,data/raw_pdfs/002851_麦格米特_2025_ESG暨社会责任报告.pdf,49,25410264,data/mineru_outputs/hybrid_high_all/002851_麦格米特_2025_ESG暨社会责任报告/hybrid_auto/002851_麦格米特_2025_ESG暨社会责任报告.md,229532,115138,3308,2139,251,180,60,## MEGMEET,ok
002886,沃特股份,ESG报告,data/raw_pdfs/002886_沃特股份_2025_ESG报告.pdf,38,13486689,data/mineru_outputs/hybrid_high_all/002886_沃特股份_2025_ESG报告/hybrid_auto/002886_沃特股份_2025_ESG报告.md,141311,69724,2764,1607,261,185,16,## 塑造人类美好生活,ok
002887,绿茵生态,ESG报告,data/raw_pdfs/002887_绿茵生态_2025_ESG报告.pdf,26,10213203,data/mineru_outputs/hybrid_high_all/002887_绿茵生态_2025_ESG报告/hybrid_auto/002887_绿茵生态_2025_ESG报告.md,36340,20883,999,616,94,58,7,![](images/68ea030b10143d60860ee2449449d1fd3eeea374ff11f63e64df20607b684527.jpg),ok
002958,青农商行,可持续发展报告,data/raw_pdfs/002958_青农商行_2025_可持续发展报告.pdf,77,31720868,data/mineru_outputs/hybrid_high_all/002958_青农商行_2025_可持续发展报告/hybrid_auto/002958_青农商行_2025_可持续发展报告.md,273736,130325,3738,2288,428,137,74,## 2025,ok
002999,天禾股份,ESG报告,data/raw_pdfs/002999_天禾股份_2025_ESG报告.pdf,54,26649270,data/mineru_outputs/hybrid_high_all/002999_天禾股份_2025_ESG报告/hybrid_auto/002999_天禾股份_2025_ESG报告.md,209753,100288,3247,2036,293,168,50,![](images/e41281ef76d1ef7af7a04bac21140f9fbd376e96fa9e265a5c443c6aedbc2205.jpg),ok
003030,祖名股份,ESG报告,data/raw_pdfs/003030_祖名股份_2025_ESG报告.pdf,43,14284708,data/mineru_outputs/hybrid_high_all/003030_祖名股份_2025_ESG报告/hybrid_auto/003030_祖名股份_2025_ESG报告.md,153192,74454,2682,1656,299,138,24,![](images/20835444fbc218f76294e9e59d5f51a9b1ef2afc00d99d6d8fb936b1c7f6948d.jpg),ok
00553,南京熊猫电子股份,ESG报告,data/raw_pdfs/00553_南京熊猫电子股份_2025_ESG报告.pdf,45,25476913,data/mineru_outputs/hybrid_high_all/00553_南京熊猫电子股份_2025_ESG报告/hybrid_auto/00553_南京熊猫电子股份_2025_ESG报告.md,139605,69366,2272,1432,217,101,26,![](images/2dddf5c3341c836668c10a7b91f9ed1b84237997339443bf5a2c4cea7128dfd3.jpg),ok
00568,山东墨龙,ESG报告,data/raw_pdfs/00568_山东墨龙_2025_ESG报告.pdf,89,7181955,data/mineru_outputs/hybrid_high_all/00568_山东墨龙_2025_ESG报告/hybrid_auto/00568_山东墨龙_2025_ESG报告.md,186878,92519,2115,1318,204,97,43,## 山東墨龍石油機械股份有限公司,ok
00588,北京北辰实业股份,可持续发展报告,data/raw_pdfs/00588_北京北辰实业股份_2025_可持续发展报告.pdf,34,21092690,data/mineru_outputs/hybrid_high_all/00588_北京北辰实业股份_2025_可持续发展报告/hybrid_auto/00588_北京北辰实业股份_2025_可持续发展报告.md,153612,80226,2102,1280,193,101,35,## 北辰实业2026,ok
00666,瑞浦兰钧,ESG报告,data/raw_pdfs/00666_瑞浦兰钧_2025_ESG报告.pdf,59,19644166,data/mineru_outputs/hybrid_high_all/00666_瑞浦兰钧_2025_ESG报告/hybrid_auto/00666_瑞浦兰钧_2025_ESG报告.md,263110,123003,3995,2236,478,144,38,REPT瑞浦兰钧,ok
00966,中国太平,ESG暨社会责任报告,data/raw_pdfs/00966_中国太平_2025_ESG暨社会责任报告.pdf,60,19800954,data/mineru_outputs/hybrid_high_all/00966_中国太平_2025_ESG暨社会责任报告/hybrid_auto/00966_中国太平_2025_ESG暨社会责任报告.md,245097,121588,2829,1630,346,214,34,# 2025環境、社會及管治（ESG）暨社會責任報告,ok
01216,中原银行,ESG报告,data/raw_pdfs/01216_中原银行_2025_ESG报告.pdf,42,17804321,data/mineru_outputs/hybrid_high_all/01216_中原银行_2025_ESG报告/hybrid_auto/01216_中原银行_2025_ESG报告.md,141085,72433,2364,1469,213,121,28,![](images/058ddfd02a6632bc81d405f066cf0f8baad4c2cbe6e2014d6d851b76fe357825.jpg),ok
01359,中国信达,ESG暨社会责任报告,data/raw_pdfs/01359_中国信达_2025_ESG暨社会责任报告.pdf,77,13008965,data/mineru_outputs/hybrid_high_all/01359_中国信达_2025_ESG暨社会责任报告/hybrid_auto/01359_中国信达_2025_ESG暨社会责任报告.md,121384,62842,1656,1013,135,104,22,![](images/5b090bd5f6ac032f1b019693dda890190bfafefeb23df2628e076d2ea453334a.jpg),ok
01432,中国圣牧,ESG报告,data/raw_pdfs/01432_中国圣牧_2025_ESG报告.pdf,46,29161397,data/mineru_outputs/hybrid_high_all/01432_中国圣牧_2025_ESG报告/hybrid_auto/01432_中国圣牧_2025_ESG报告.md,196249,101624,2790,1764,235,189,38,## 關於本報告,ok
01847,云南建投混凝土,ESG报告,data/raw_pdfs/01847_云南建投混凝土_2025_ESG报告.pdf,14,432108,data/mineru_outputs/hybrid_high_all/01847_云南建投混凝土_2025_ESG报告/hybrid_auto/01847_云南建投混凝土_2025_ESG报告.md,27697,11899,344,185,36,3,2,閣下如對本通函或應採取的行動有任何疑問，應諮詢 閣下之股票經紀或其他註冊證券商、銀行經理、律師、專業會計師或其他專業顧問。,ok
01950,帝王实业控股,ESG报告,data/raw_pdfs/01950_帝王实业控股_2026_ESG报告.pdf,54,2331403,data/mineru_outputs/hybrid_high_all/01950_帝王实业控股_2026_ESG报告/hybrid_auto/01950_帝王实业控股_2026_ESG报告.md,81744,38110,911,547,116,14,35,## DIWANG INDUSTRIAL HOLDINGS LIMITED,ok
02402,亿华通,ESG报告,data/raw_pdfs/02402_亿华通_2025_ESG报告.pdf,62,9631490,data/mineru_outputs/hybrid_high_all/02402_亿华通_2025_ESG报告/hybrid_auto/02402_亿华通_2025_ESG报告.md,215935,109923,3017,1834,347,154,48,## 2025,ok
02651,大众口腔,ESG报告,data/raw_pdfs/02651_大众口腔_2025_ESG报告.pdf,57,2187798,data/mineru_outputs/hybrid_high_all/02651_大众口腔_2025_ESG报告/hybrid_auto/02651_大众口腔_2025_ESG报告.md,94959,46393,1086,633,142,38,20,# 爱尚大众,ok
02676,纳芯微,ESG报告,data/raw_pdfs/02676_纳芯微_2025_ESG报告.pdf,78,23830187,data/mineru_outputs/hybrid_high_all/02676_纳芯微_2025_ESG报告/hybrid_auto/02676_纳芯微_2025_ESG报告.md,223093,124826,3479,2248,268,254,44,## 2025,ok
02768,国恩科技,可持续发展报告,data/raw_pdfs/02768_国恩科技_2025_可持续发展报告.pdf,37,12596170,data/mineru_outputs/hybrid_high_all/02768_国恩科技_2025_可持续发展报告/hybrid_auto/02768_国恩科技_2025_可持续发展报告.md,163386,76986,2069,1188,214,160,25,![](images/a6bb89b5ea1086c1a6b53fb910c42dee5243d1362ea347fad1cd249b838f0a3e.jpg),ok
06198,青岛港,ESG报告,data/raw_pdfs/06198_青岛港_2025_ESG报告.pdf,57,8627129,data/mineru_outputs/hybrid_high_all/06198_青岛港_2025_ESG报告/hybrid_auto/06198_青岛港_2025_ESG报告.md,190287,96196,2756,1708,261,153,31,(於中華人民共和國成立的股份有限公司),ok
06656,思格新能,ESG报告,data/raw_pdfs/06656_思格新能_2025_ESG报告.pdf,70,20309677,data/mineru_outputs/hybrid_high_all/06656_思格新能_2025_ESG报告/hybrid_auto/06656_思格新能_2025_ESG报告.md,191107,104443,3331,2123,306,192,47,# Enjoy Green Energy,ok
06810,商米科技-Ｗ,ESG报告,data/raw_pdfs/06810_商米科技-Ｗ_2025_ESG报告.pdf,76,18119516,data/mineru_outputs/hybrid_high_all/06810_商米科技-Ｗ_2025_ESG报告/hybrid_auto/06810_商米科技-Ｗ_2025_ESG报告.md,318151,174278,3381,2189,190,173,96,## 2025,ok
09668,渤海银行,ESG暨社会责任报告,data/raw_pdfs/09668_渤海银行_2025_ESG暨社会责任报告.pdf,130,5267090,data/mineru_outputs/hybrid_high_all/09668_渤海银行_2025_ESG暨社会责任报告/hybrid_auto/09668_渤海银行_2025_ESG暨社会责任报告.md,252856,109116,2189,1182,273,68,38,![](images/8d38fe59c82a5af3402d8e8e83f70252b49a90be28400f95c77f567af8d5e689.jpg),ok
300035,中科电气,ESG报告,data/raw_pdfs/300035_中科电气_2025_ESG报告.pdf,69,10096982,data/mineru_outputs/hybrid_high_all/300035_中科电气_2025_ESG报告/hybrid_auto/300035_中科电气_2025_ESG报告.md,171162,90100,2450,1460,245,167,36,# 2025年度,ok
300068,ST南都,ESG报告,data/raw_pdfs/300068_ST南都_2025_ESG报告.pdf,45,21687600,data/mineru_outputs/hybrid_high_all/300068_ST南都_2025_ESG报告/hybrid_auto/300068_ST南都_2025_ESG报告.md,194998,96679,1962,1190,194,113,43,## 2025 年度,ok
300100,双林股份,ESG报告,data/raw_pdfs/300100_双林股份_2025_ESG报告.pdf,40,10664214,data/mineru_outputs/hybrid_high_all/300100_双林股份_2025_ESG报告/hybrid_auto/300100_双林股份_2025_ESG报告.md,181374,83695,2251,1343,282,84,32,![](images/0fe779f281cbf7f793206ef31549cea530098b529dcc6456371fd0e3df5e6454.jpg),ok
300149,睿智医药,ESG报告,data/raw_pdfs/300149_睿智医药_2025_ESG报告.pdf,42,8094380,data/mineru_outputs/hybrid_high_all/300149_睿智医药_2025_ESG报告/hybrid_auto/300149_睿智医药_2025_ESG报告.md,166248,83597,3185,1971,289,163,28,#,ok
300212,易华录,ESG报告,data/raw_pdfs/300212_易华录_2025_ESG报告.pdf,45,27753915,data/mineru_outputs/hybrid_high_all/300212_易华录_2025_ESG报告/hybrid_auto/300212_易华录_2025_ESG报告.md,164080,79521,3151,1946,352,148,46,![](images/e6fe4f351e7329dd5f994afd97a6d5c22afb4811a6e41265075903df2b37f86d.jpg),ok
300261,雅本化学,ESG报告,data/raw_pdfs/300261_雅本化学_2025_ESG报告.pdf,51,12688263,data/mineru_outputs/hybrid_high_all/300261_雅本化学_2025_ESG报告/hybrid_auto/300261_雅本化学_2025_ESG报告.md,196818,98059,2717,1608,331,178,48,![](images/08ca2a233534acb1ba5ab7f167c71c4cfae33047764c69e561cccad3f06f1261.jpg),ok
300376,易事特,可持续发展报告,data/raw_pdfs/300376_易事特_2025_可持续发展报告.pdf,63,23087169,data/mineru_outputs/hybrid_high_all/300376_易事特_2025_可持续发展报告/hybrid_auto/300376_易事特_2025_可持续发展报告.md,256798,118805,2608,1427,258,156,22,## 2025年度,ok
300459,汤姆猫,ESG报告,data/raw_pdfs/300459_汤姆猫_2025_ESG报告.pdf,57,8961014,data/mineru_outputs/hybrid_high_all/300459_汤姆猫_2025_ESG报告/hybrid_auto/300459_汤姆猫_2025_ESG报告.md,136588,67675,1931,1102,216,97,30,##,ok
300468,四方精创,ESG报告,data/raw_pdfs/300468_四方精创_2025_ESG报告.pdf,44,27524867,data/mineru_outputs/hybrid_high_all/300468_四方精创_2025_ESG报告/hybrid_auto/300468_四方精创_2025_ESG报告.md,107795,61082,2148,1362,179,154,36,![](images/c51fff0dee49cde73ffe0332750587b3dc9dd3b25d279fd3eb0786a56b38a2f7.jpg),ok
300513,恒实科技,ESG报告,data/raw_pdfs/300513_恒实科技_2025_ESG报告.pdf,22,19826629,data/mineru_outputs/hybrid_high_all/300513_恒实科技_2025_ESG报告/hybrid_auto/300513_恒实科技_2025_ESG报告.md,62689,34295,1688,1259,74,76,4,![](images/1bd9e0274ce31f38fbf131a136e8d8a8df8a9fdf7c3c0ca6a035be5f7d226d67.jpg),ok
300527,ST应急,ESG报告,data/raw_pdfs/300527_ST应急_2025_ESG报告.pdf,47,19122055,data/mineru_outputs/hybrid_high_all/300527_ST应急_2025_ESG报告/hybrid_auto/300527_ST应急_2025_ESG报告.md,88242,49244,2365,1477,200,193,3,## 中国船舶重工集团应急预警与救援装备股份有限公司   2025年度环境、社会及公司治理(ESG)报告,ok
300547,川环科技,ESG报告,data/raw_pdfs/300547_川环科技_2025_ESG报告.pdf,36,20425189,data/mineru_outputs/hybrid_high_all/300547_川环科技_2025_ESG报告/hybrid_auto/300547_川环科技_2025_ESG报告.md,64776,35862,2008,1242,202,96,4,## 2025年度,ok
300597,吉大通信,ESG报告,data/raw_pdfs/300597_吉大通信_2025_ESG报告.pdf,78,27615831,data/mineru_outputs/hybrid_high_all/300597_吉大通信_2025_ESG报告/hybrid_auto/300597_吉大通信_2025_ESG报告.md,323363,155297,5499,3432,515,267,36,## 2025,ok
300832,新产业,ESG报告,data/raw_pdfs/300832_新产业_2025_ESG报告.pdf,49,9146282,data/mineru_outputs/hybrid_high_all/300832_新产业_2025_ESG报告/hybrid_auto/300832_新产业_2025_ESG报告.md,228271,108576,2771,1684,256,118,57,![](images/f7079ad54d59753b6013e9061bd851172a92738c5bc64d8f1731ea15415362a7.jpg),ok
300834,星辉环材,ESG报告,data/raw_pdfs/300834_星辉环材_2025_ESG报告.pdf,30,12005197,data/mineru_outputs/hybrid_high_all/300834_星辉环材_2025_ESG报告/hybrid_auto/300834_星辉环材_2025_ESG报告.md,72423,35879,1357,848,142,63,12,## 2025 年,ok
300949,奥雅股份,ESG报告,data/raw_pdfs/300949_奥雅股份_2025_ESG报告.pdf,49,23571267,data/mineru_outputs/hybrid_high_all/300949_奥雅股份_2025_ESG报告/hybrid_auto/300949_奥雅股份_2025_ESG报告.md,204339,115359,4056,2817,256,165,19,## 续初心，共赴新程,ok
300972,万辰集团,ESG报告,data/raw_pdfs/300972_万辰集团_2025_ESG报告.pdf,45,16454342,data/mineru_outputs/hybrid_high_all/300972_万辰集团_2025_ESG报告/hybrid_auto/300972_万辰集团_2025_ESG报告.md,185958,90143,3071,1751,353,173,45,![](images/8844c80c9b38397b2fb028b6ef81aad3ed38c31c4de827788e63b041ce0affb1.jpg),ok
300982,苏文电能,ESG报告,data/raw_pdfs/300982_苏文电能_2025_ESG报告.pdf,71,13554579,data/mineru_outputs/hybrid_high_all/300982_苏文电能_2025_ESG报告/hybrid_auto/300982_苏文电能_2025_ESG报告.md,161177,80975,2725,1677,242,139,39,## 2025 年,ok
301019,宁波色母,可持续发展报告,data/raw_pdfs/301019_宁波色母_2025_可持续发展报告.pdf,45,626162,data/mineru_outputs/hybrid_high_all/301019_宁波色母_2025_可持续发展报告/hybrid_auto/301019_宁波色母_2025_可持续发展报告.md,102958,46226,635,359,87,2,32,# 宁波色母,ok
301043,绿岛风,ESG报告,data/raw_pdfs/301043_绿岛风_2025_ESG报告.pdf,29,6476794,data/mineru_outputs/hybrid_high_all/301043_绿岛风_2025_ESG报告/hybrid_auto/301043_绿岛风_2025_ESG报告.md,83212,46207,1596,1057,108,121,14,![](images/0751e1681288446a4bf86cd7caacd4d596ab3315747f37bfca5a4d222b8f3990.jpg),ok
301073,君亭酒店,ESG报告,data/raw_pdfs/301073_君亭酒店_2025_ESG报告.pdf,69,26958974,data/mineru_outputs/hybrid_high_all/301073_君亭酒店_2025_ESG报告/hybrid_auto/301073_君亭酒店_2025_ESG报告.md,268224,132043,3474,2115,260,267,51,## 君亭酒店集团股份有限公司,ok
301185,鸥玛软件,ESG报告,data/raw_pdfs/301185_鸥玛软件_2025_ESG报告.pdf,52,11550735,data/mineru_outputs/hybrid_high_all/301185_鸥玛软件_2025_ESG报告/hybrid_auto/301185_鸥玛软件_2025_ESG报告.md,215224,103974,3688,2392,324,220,34,## 2025 年度,ok
301308,江波龙,ESG报告,data/raw_pdfs/301308_江波龙_2025_ESG报告.pdf,80,27504375,data/mineru_outputs/hybrid_high_all/301308_江波龙_2025_ESG报告/hybrid_auto/301308_江波龙_2025_ESG报告.md,224212,117117,3709,2422,276,228,21,## 2025年度,ok
301370,国科恒泰,ESG报告,data/raw_pdfs/301370_国科恒泰_2025_ESG报告.pdf,55,14277225,data/mineru_outputs/hybrid_high_all/301370_国科恒泰_2025_ESG报告/hybrid_auto/301370_国科恒泰_2025_ESG报告.md,226676,117999,4056,2589,308,300,37,![](images/675bafbf0c6dd7d5ddbb95ee57f451206ac1e902625ced7ef46f841528aaf499.jpg),ok
301522,上大股份,ESG报告,data/raw_pdfs/301522_上大股份_2025_ESG报告.pdf,52,30184862,data/mineru_outputs/hybrid_high_all/301522_上大股份_2025_ESG报告/hybrid_auto/301522_上大股份_2025_ESG报告.md,180016,93239,2291,1383,238,109,46,![](images/19d3f83beb51bdd707438ced11d7e100977f84fa0e0f3ec58b54ee4cefc3032a.jpg),ok
301588,美新科技,ESG报告,data/raw_pdfs/301588_美新科技_2025_ESG报告.pdf,63,17706233,data/mineru_outputs/hybrid_high_all/301588_美新科技_2025_ESG报告/hybrid_auto/301588_美新科技_2025_ESG报告.md,110315,58628,1814,1097,163,113,15,# 美新科技2025年可持续发展报告,ok
301599,理奇智能,ESG报告,data/raw_pdfs/301599_理奇智能_2025_ESG报告.pdf,27,4951591,data/mineru_outputs/hybrid_high_all/301599_理奇智能_2025_ESG报告/hybrid_auto/301599_理奇智能_2025_ESG报告.md,96304,42963,1093,594,153,40,29,让过程工业,ok
600009,上海机场,ESG报告,data/raw_pdfs/600009_上海机场_2025_ESG报告.pdf,70,9809837,data/mineru_outputs/hybrid_high_all/600009_上海机场_2025_ESG报告/hybrid_auto/600009_上海机场_2025_ESG报告.md,250369,126348,3571,2142,369,219,25,![](images/e5409f308bbf24efc62562c777cd703194b7fdd20c98f4b3c8cf5edad6d29caf.jpg),ok
600021,上海电力,ESG报告,data/raw_pdfs/600021_上海电力_2025_ESG报告.pdf,52,21762804,data/mineru_outputs/hybrid_high_all/600021_上海电力_2025_ESG报告/hybrid_auto/600021_上海电力_2025_ESG报告.md,208779,103892,3899,2379,417,113,30,![](images/be1937becd722aa20e963101c7a6038eeb9df234eea44c88dfa0aa686ae1c6a8.jpg),ok
600025,华能水电,ESG报告,data/raw_pdfs/600025_华能水电_2025_ESG报告.pdf,38,9535597,data/mineru_outputs/hybrid_high_all/600025_华能水电_2025_ESG报告/hybrid_auto/600025_华能水电_2025_ESG报告.md,153363,71937,2522,1467,370,63,7,![](images/6ad2af2688a441a4ed9e7a08da62fc6d685f3a2416a0733cee00b7785b5d2d36.jpg),ok
