id,stock_code,company,title,status,error
1225237933,301370,国科恒泰,国科恒泰：2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225242533,300459,汤姆猫,汤姆猫：2025年度环境、社会及公司治理（ESG）报告,downloaded,
1225245020,000605,渤海股份,渤海股份：2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225246846,300527,ST应急,ST应急：2025年度环境、社会及公司治理（ESG）报告,downloaded,
1225249152,002124,天邦食品,天邦食品：2025年度环境、社会及治理（ESG）报告,downloaded,
1225232293,603990,麦迪科技,麦迪科技：苏州麦迪斯顿医疗科技股份有限公司2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225233694,000709,河钢股份,河钢股份：2025环境、社会及治理（ESG）报告,downloaded,
1225234185,002079,苏州固锝,苏州固锝：苏州固锝2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225239154,300212,易华录,易华录：2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225244965,603369,今世缘,今世缘：江苏今世缘酒业股份有限公司2025年度可持续发展（ESG）报告摘要,skipped_summary,
1225243315,600679,上海凤凰,上海凤凰：上海凤凰2025年度环境、社会和公司治理（ESG）报告摘要,skipped_summary,
1225244782,603777,来伊份,来伊份：来伊份2025年可持续发展(ESG)报告摘要,skipped_summary,
1225247774,300432,富临精工,富临精工：2025年度环境、社会与公司治理（ESG）报告,downloaded,
1225267031,920402,硅烷科技,[临时公告]硅烷科技:2025年度环境、社会和公司治理（ESG）报告（英文版）,skipped_english,
1225253256,00470,先导智能,先导智能：2025年度环境、社会及公司治理（ESG）报告,downloaded,
1225253343,01432,中国圣牧,中国圣牧：2025 年中国圣牧 ESG 报告,downloaded,
1225252952,02768,国恩科技,国恩科技：2025环境、社会及管治(ESG)暨可持续发展报告,downloaded,
1225249940,02651,大众口腔,大众口腔：2025 环境、社会及管治(ESG)报告,downloaded,
1225237804,00553,南京熊猫电子股份,南京熊猫电子股份：2025年度环境、社会及治理（ESG）报告,downloaded,
1225228109,300725,药石科技,药石科技：2025年环境、社会及公司治理（ESG）报告,downloaded,
1225228320,00966,中国太平,中国太平：2025环境、社会及管治(ESG)暨社会责任报告,downloaded,
1225223033,02676,纳芯微,纳芯微：2025年度环境、社会及公司治理（ESG) 报告,downloaded,
1225200444,600278,东方创业,东方创业：东方创业2025年度ESG报告,downloaded,
1225200087,001287,中电港,中电港：2025年度环境、社会及治理（ESG）报告,downloaded,
1225201127,603291,联合水务,联合水务：2025年度环境、社会及治理（ESG）报告,downloaded,
1225203198,603072,天和磁材,天和磁材：2025年度环境、社会和公司治理（ESG）报告摘要,skipped_summary,
1225205840,000888,峨眉山Ａ,峨眉山Ａ：2025年度环境、社会与治理（ESG）报告,downloaded,
1225206069,300857,协创数据,协创数据：2025年度环境、社会和公司治理(ESG)报告（英文版）,skipped_english,
1225213765,603395,红四方,红四方：红四方2025年环境、社会和公司治理（ESG）报告,downloaded,
1225210108,001222,源飞宠物,源飞宠物：2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225205635,002326,永太科技,永太科技：2025年度环境、社会和公司治理（ESG）报告,downloaded,
1225208745,000537,绿发电力,绿发电力：2025年环境、社会和公司治理（ESG）报告,downloaded,
1225206327,301501,恒鑫生活,恒鑫生活：2025年度可持续发展报告暨ESG报告,downloaded,
1225216809,002035,华帝股份,华帝股份：2025年环境、社会及公司治理（ESG）报告,downloaded,
1225216064,000777,中核科技,中核科技：2025年度ESG报告暨社会责任报告,downloaded,
1225216115,300735,光弘科技,光弘科技：2025年度环境、社会和公司治理报告ESG报告,downloaded,
1225247343,920375,派诺科技,[临时公告]派诺科技:2025年度环境、社会及治理（ESG）报告（英文版）,skipped_english,
1225200358,601956,东贝集团,东贝集团：湖北东贝机电集团股份有限公司2025年度环境、社会和公司治理（ESG）报告,downloaded,
